,Food_name,Energy(kcal)_per 100 g,Protein(g) per 100 g,Carbohydrate(g) per 100 g,total sugar(g) per 100 g,Added  Sugar(g) per 100 g,fibre(g) per 100 g,total fat (g) per 100 gms,saturated fat (g) per 100 g,trans fat (g) _per 100 g,Sodium(mg) per 100 g,iron (mg) per 100 gm,Cholesterol per 100 mg
570,Sour Cream and Chive Baked Potato,310.0,8.0,63.0,4.0,0.0,7.0,2.5,2.5,0.0,35.0,0.0,10.0
571,Summer Berry Burst Fruit Cup,20.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
572,1% Chocolate Milk,150.0,7.0,26.0,23.0,0.0,0.0,2.5,1.5,0.0,170.0,0.0,10.0
573,1% White Milk,90.0,7.0,10.0,10.0,0.0,0.0,2.0,1.5,0.0,105.0,0.0,10.0
574,"All-Natural Lemonade, Large",380.0,0.0,100.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,"All-Natural Lemonade, Medium",330.0,0.0,86.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,"All-Natural Lemonade, Small",190.0,0.0,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,"Apple Kiwi Fruit Tea, Large",330.0,0.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
578,"Apple Kiwi Fruit Tea, Medium",300.0,0.0,76.0,73.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
579,"Apple Kiwi Fruit Tea, Small",170.0,0.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
580,"Barqâs Root Beer, Large",450.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
581,"Barqâs Root Beer, Medium",360.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
582,"Barqâs Root Beer, Small",220.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
583,"Brewed Unsweetened Iced Tea, Large",5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
584,"Brewed Unsweetened Iced Tea, Medium",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
585,"Brewed Unsweetened Iced Tea, Small",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
586,"Caramel Iced Coffee, Medium",240.0,3.0,40.0,36.0,0.0,0.0,8.0,5.0,0.0,45.0,0.0,25.0
587,"Caramel Iced Coffee, Small",160.0,2.0,26.0,24.0,0.0,0.0,6.0,3.5,0.0,30.0,0.0,20.0
588,"Coca-Cola, Large",400.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
589,"Coca-Cola, Medium",320.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
590,"Coca-Cola, Small",200.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
591,"Coca-Cola Zero Sugar, Large",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
592,"Coca-Cola Zero Sugar, Medium",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
593,"Coca-Cola Zero Sugar, Small",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
594,"Diet Coke, Large",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
595,"Diet Coke, Medium",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
596,"Diet Coke, Small",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
597,"Dr Pepper, Large",240.0,0.0,66.0,64.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
598,"Dr Pepper, Medium",190.0,0.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
599,"Dr Pepper, Small",120.0,0.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
600,"Fanta Orange, Large",430.0,0.0,117.0,115.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0
601,"Fanta Orange, Medium",340.0,0.0,94.0,92.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
